Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1991","1991","3050","FAO TIER 1","kilotonnes","8.9491","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1992","1992","3050","FAO TIER 1","kilotonnes","8.7904","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1993","1993","3050","FAO TIER 1","kilotonnes","8.8914","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1994","1994","3050","FAO TIER 1","kilotonnes","8.2982","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1995","1995","3050","FAO TIER 1","kilotonnes","8.6731","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1996","1996","3050","FAO TIER 1","kilotonnes","9.3862","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1997","1997","3050","FAO TIER 1","kilotonnes","10.3904","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1998","1998","3050","FAO TIER 1","kilotonnes","11.2774","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","1999","1999","3050","FAO TIER 1","kilotonnes","12.1899","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2000","2000","3050","FAO TIER 1","kilotonnes","10.5163","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2001","2001","3050","FAO TIER 1","kilotonnes","9.2211","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2002","2002","3050","FAO TIER 1","kilotonnes","10.8178","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2003","2003","3050","FAO TIER 1","kilotonnes","11.1334","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2004","2004","3050","FAO TIER 1","kilotonnes","11.0845","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2005","2005","3050","FAO TIER 1","kilotonnes","11.5699","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2006","2006","3050","FAO TIER 1","kilotonnes","11.0265","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2007","2007","3050","FAO TIER 1","kilotonnes","10.7885","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2008","2008","3050","FAO TIER 1","kilotonnes","11.6156","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2009","2009","3050","FAO TIER 1","kilotonnes","12.5175","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2010","2010","3050","FAO TIER 1","kilotonnes","13.8136","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2011","2011","3050","FAO TIER 1","kilotonnes","14.1567","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2012","2012","3050","FAO TIER 1","kilotonnes","14.2655","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2013","2013","3050","FAO TIER 1","kilotonnes","14.418","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2014","2014","3050","FAO TIER 1","kilotonnes","15.4306","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2015","2015","3050","FAO TIER 1","kilotonnes","13.8354","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2016","2016","3050","FAO TIER 1","kilotonnes","15.2445","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2017","2017","3050","FAO TIER 1","kilotonnes","15.954","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2018","2018","3050","FAO TIER 1","kilotonnes","14.0028","Fc","Calculated data",""
"GT","Emissions Totals","2","Afghanistan","7230","Emissions (N2O)","1709","Agricultural Soils","2019","2019","3050","FAO TIER 1","kilotonnes","15.0683","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1961","1961","3050","FAO TIER 1","kilotonnes","1.8238","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1962","1962","3050","FAO TIER 1","kilotonnes","1.8297","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1963","1963","3050","FAO TIER 1","kilotonnes","1.7967","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1964","1964","3050","FAO TIER 1","kilotonnes","1.8177","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1965","1965","3050","FAO TIER 1","kilotonnes","1.925","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1966","1966","3050","FAO TIER 1","kilotonnes","1.9469","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1967","1967","3050","FAO TIER 1","kilotonnes","2.0479","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1968","1968","3050","FAO TIER 1","kilotonnes","2.1336","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1969","1969","3050","FAO TIER 1","kilotonnes","2.0105","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1970","1970","3050","FAO TIER 1","kilotonnes","2.1256","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1971","1971","3050","FAO TIER 1","kilotonnes","2.2263","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1972","1972","3050","FAO TIER 1","kilotonnes","2.2188","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1973","1973","3050","FAO TIER 1","kilotonnes","2.3169","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1974","1974","3050","FAO TIER 1","kilotonnes","2.3555","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1975","1975","3050","FAO TIER 1","kilotonnes","2.3679","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1976","1976","3050","FAO TIER 1","kilotonnes","2.673","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1977","1977","3050","FAO TIER 1","kilotonnes","2.8227","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1978","1978","3050","FAO TIER 1","kilotonnes","3.3558","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1979","1979","3050","FAO TIER 1","kilotonnes","3.4061","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1980","1980","3050","FAO TIER 1","kilotonnes","3.4449","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1981","1981","3050","FAO TIER 1","kilotonnes","3.5612","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1982","1982","3050","FAO TIER 1","kilotonnes","3.5624","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1983","1983","3050","FAO TIER 1","kilotonnes","3.6702","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1984","1984","3050","FAO TIER 1","kilotonnes","3.7199","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1985","1985","3050","FAO TIER 1","kilotonnes","3.6516","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1986","1986","3050","FAO TIER 1","kilotonnes","3.7366","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1987","1987","3050","FAO TIER 1","kilotonnes","3.6894","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1988","1988","3050","FAO TIER 1","kilotonnes","3.8707","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1989","1989","3050","FAO TIER 1","kilotonnes","4.1638","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1990","1990","3050","FAO TIER 1","kilotonnes","3.9895","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1991","1991","3050","FAO TIER 1","kilotonnes","2.85","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1992","1992","3050","FAO TIER 1","kilotonnes","2.6849","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1993","1993","3050","FAO TIER 1","kilotonnes","2.8896","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1994","1994","3050","FAO TIER 1","kilotonnes","3.5139","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1995","1995","3050","FAO TIER 1","kilotonnes","3.4847","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1996","1996","3050","FAO TIER 1","kilotonnes","3.0094","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1997","1997","3050","FAO TIER 1","kilotonnes","2.8325","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1998","1998","3050","FAO TIER 1","kilotonnes","2.9924","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","1999","1999","3050","FAO TIER 1","kilotonnes","2.7941","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2000","2000","3050","FAO TIER 1","kilotonnes","2.9657","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2001","2001","3050","FAO TIER 1","kilotonnes","2.851","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2002","2002","3050","FAO TIER 1","kilotonnes","3.3448","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2003","2003","3050","FAO TIER 1","kilotonnes","3.3753","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2004","2004","3050","FAO TIER 1","kilotonnes","3.2484","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2005","2005","3050","FAO TIER 1","kilotonnes","3.2545","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2006","2006","3050","FAO TIER 1","kilotonnes","3.087","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2007","2007","3050","FAO TIER 1","kilotonnes","3.0158","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2008","2008","3050","FAO TIER 1","kilotonnes","2.8865","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2009","2009","3050","FAO TIER 1","kilotonnes","2.9036","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2010","2010","3050","FAO TIER 1","kilotonnes","2.8711","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2011","2011","3050","FAO TIER 1","kilotonnes","2.9689","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2012","2012","3050","FAO TIER 1","kilotonnes","2.9649","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2013","2013","3050","FAO TIER 1","kilotonnes","2.9026","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2014","2014","3050","FAO TIER 1","kilotonnes","2.9449","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2015","2015","3050","FAO TIER 1","kilotonnes","3.078","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2016","2016","3050","FAO TIER 1","kilotonnes","3.1992","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2017","2017","3050","FAO TIER 1","kilotonnes","3.0782","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2018","2018","3050","FAO TIER 1","kilotonnes","2.7255","Fc","Calculated data",""
"GT","Emissions Totals","3","Albania","7230","Emissions (N2O)","1709","Agricultural Soils","2019","2019","3050","FAO TIER 1","kilotonnes","2.8073","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1961","1961","3050","FAO TIER 1","kilotonnes","4.3318","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1962","1962","3050","FAO TIER 1","kilotonnes","4.5235","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1963","1963","3050","FAO TIER 1","kilotonnes","4.0941","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1964","1964","3050","FAO TIER 1","kilotonnes","4.0937","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1965","1965","3050","FAO TIER 1","kilotonnes","4.7444","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1966","1966","3050","FAO TIER 1","kilotonnes","4.7159","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1967","1967","3050","FAO TIER 1","kilotonnes","5.6918","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1968","1968","3050","FAO TIER 1","kilotonnes","6.1941","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1969","1969","3050","FAO TIER 1","kilotonnes","6.4633","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1970","1970","3050","FAO TIER 1","kilotonnes","6.8985","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1971","1971","3050","FAO TIER 1","kilotonnes","7.4925","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1972","1972","3050","FAO TIER 1","kilotonnes","8.0382","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1973","1973","3050","FAO TIER 1","kilotonnes","7.6455","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1974","1974","3050","FAO TIER 1","kilotonnes","7.6027","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1975","1975","3050","FAO TIER 1","kilotonnes","7.7063","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1976","1976","3050","FAO TIER 1","kilotonnes","7.7371","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1977","1977","3050","FAO TIER 1","kilotonnes","8.0249","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1978","1978","3050","FAO TIER 1","kilotonnes","8.562","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1979","1979","3050","FAO TIER 1","kilotonnes","9.3328","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1980","1980","3050","FAO TIER 1","kilotonnes","10.4658","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1981","1981","3050","FAO TIER 1","kilotonnes","9.967","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1982","1982","3050","FAO TIER 1","kilotonnes","10.166","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1983","1983","3050","FAO TIER 1","kilotonnes","10.7841","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1984","1984","3050","FAO TIER 1","kilotonnes","11.3374","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1985","1985","3050","FAO TIER 1","kilotonnes","11.9406","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1986","1986","3050","FAO TIER 1","kilotonnes","12.0053","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1987","1987","3050","FAO TIER 1","kilotonnes","11.5253","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1988","1988","3050","FAO TIER 1","kilotonnes","10.6544","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1989","1989","3050","FAO TIER 1","kilotonnes","11.0755","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1990","1990","3050","FAO TIER 1","kilotonnes","11.4925","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1991","1991","3050","FAO TIER 1","kilotonnes","11.245","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1992","1992","3050","FAO TIER 1","kilotonnes","11.6888","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1993","1993","3050","FAO TIER 1","kilotonnes","11.9211","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1994","1994","3050","FAO TIER 1","kilotonnes","11.1885","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1995","1995","3050","FAO TIER 1","kilotonnes","10.8298","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1996","1996","3050","FAO TIER 1","kilotonnes","11.1149","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1997","1997","3050","FAO TIER 1","kilotonnes","10.6669","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1998","1998","3050","FAO TIER 1","kilotonnes","12.2736","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","1999","1999","3050","FAO TIER 1","kilotonnes","12.1139","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","2000","2000","3050","FAO TIER 1","kilotonnes","11.79","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","2001","2001","3050","FAO TIER 1","kilotonnes","12.3459","Fc","Calculated data",""
"GT","Emissions Totals","4","Algeria","7230","Emissions (N2O)","1709","Agricultural Soils","2002","2002","3050","FAO TIER 1","kilotonnes","11.7084","Fc","Calculated data",""
